TEAM,NAME,POSITION,YEAR,STARS
Toledo,Tycen Anderson,S,4,7
Toledo,Troy Simon,S,3,6
Toledo,Zachary Ford,S,2,6
Toledo,Nate Bauer,S,2,6
Toledo,Michael Lacey,S,2,6
Toledo,Chris McDonald,S,2,6
Toledo,Maxen Hook,S,1,6
Toledo,Drew Rosi,TE,4,6
Toledo,Jamal Turner,TE,3,6
Toledo,Clay Caudil,TE,1,6
Toledo,Justin Stephens,TE,1,6
Toledo,Bryce Mitchell,WR,4,6
Toledo,Danzel McKinleyLewis,WR,4,6
Toledo,Isaiah Winstead,WR,3,6
Toledo,Matt Landers,WR,3,6
Toledo,DeAmonte King,WR,3,6
Toledo,Devin Maddox,WR,2,6
Toledo,Jalin Cooper,WR,2,6
Toledo,DeMeer Blankumsee,WR,1,6
Toledo,Jerjaun Newton,WR,1,6
Troy,Zion Williams,CB,3,6
Troy,Oshai Fletcher,CB,2,6
Troy,Taiyon Palmer,CB,2,6
Troy,Reddy Steward,CB,2,6
Troy,Caleb Ransaw,CB,1,6
Troy,Elijah Culp,CB,1,6
Troy,Josh Brown,CB,1,6
Troy,Will Choloh,DL,3,7
Troy,John Hines,DL,3,6
Troy,Antonio Showers,DL,3,6
Troy,Shakel Brown,DL,3,6
Troy,Buddha Jones,DL,2,6
Troy,Jamarcus Chatman,DL,2,6
Troy,Luis Medina,DL,1,6
Troy,DeVon Reaves,DL,1,6
Troy,TJ Jackson,DL,1,6
Troy,Luke Magliozzi,K,3,6
Troy,Brooks Buce,K,3,6
Troy,Carlton Martial,LB,3,7
Troy,KJ Robertson,LB,3,6
Troy,Jordan Anthony,LB,3,6
Troy,Jayden McDonald,LB,2,6
Troy,Richard Jibunor,LB,2,6
Troy,Javon Solomon,LB,1,6
Troy,Phillip Lee,LB,1,6
Troy,Brooks Weeks,LB,1,5
Troy,Dylan Bradshaw,OL,4,7
Troy,Austin Stidham,OL,3,7
Troy,Deandre Butler,OL,3,6
Troy,Toryque Bateman,OL,3,6
Troy,Bubba Hudson,OL,3,6
Troy,Jake Andrews,OL,2,6
Troy,Grant Betts,OL,2,6
Troy,Hamilton Hawthorne,OL,2,6
Troy,Gage Saint,OL,1,6
Troy,Logan Self,OL,1,6
Troy,Ivan Shultz,OL,1,6
Troy,Derrick Graham,OL,1,6
Troy,Chase Little,OL,1,6
Troy,Carson Burt,OL,1,6
Troy,Kannon Biggs,OL,1,6
Troy,Taylor Powell,QB,3,6
Troy,Gunnar Watson,QB,2,6
Troy,Quayde Hawkins,QB,1,6
Troy,Kyle Toole,QB,1,6
Troy,BJ Smith,RB,4,6
Troy,DK Billingsley,RB,3,6
Troy,Kimani Vidal,RB,1,6
Troy,Jamontez Woods,RB,1,6
Troy,Jarris Williams,RB,1,6
Troy,Damien Taylor,RB,1,6
Troy,Kyle Nixon,S,4,6
Troy,Craig Slocum,S,3,6
Troy,TJ Harris,S,3,6
Troy,Carloss Crawford,S,2,6
Troy,Dell Pettus,S,2,6
Troy,Markeis Colvin,S,2,6
Troy,Keyshawn Swanson,S,1,6
Troy,Darrell Starling,S,1,6
Troy,AJ Lewis,TE,2,6
Troy,Deyunkrea Lewis,TE,1,6
Troy,Reggie Todd,WR,4,6
Troy,Orlando Lacey,WR,3,6
Troy,Luke Whittemore,WR,3,6
Troy,Demontrez Brown,WR,2,6
Troy,Deshon Stoudemire,WR,2,6
Troy,Peyton Higgins,WR,1,6
Troy,Tez Johnson,WR,1,6
Troy,Jabre Barber,WR,1,6
Tulane,Jaylon Monroe,CB,4,7
Tulane,Ajani Kerr,CB,4,6
Tulane,Lance Robinson,CB,3,6
Tulane,Kiland Harrison,CB,2,5
Tulane,Levi Williams,CB,2,5
Tulane,Kevaris Hall,CB,1,5
Tulane,Jeffery Johnson,DL,4,7
Tulane,JoJo Dorceus,DL,4,6
Tulane,Alfred Thomas,DL,4,5
Tulane,Noah Seiden,DL,3,6
Tulane,Carlos Hatcher,DL,3,6
Tulane,Eric Hicks,DL,2,6
Tulane,Darius Hodges,DL,2,6
Tulane,Angelo Anderson,DL,1,6
Tulane,Adonis Friloux,DL,1,6
Tulane,Noah Taliancich,DL,1,5
Tulane,Elijah Champaigne,DL,1,5
Tulane,Keith Cooper,DL,1,5
Tulane,Michael Lunz,DL,1,5
Tulane,Merek Glover,K,4,6
Tulane,Ryan Wright,K,3,7
Tulane,Casey Glover,K,2,6
Tulane,Nick Anderson,LB,4,7
Tulane,Kevin Henry,LB,4,7
Tulane,Marvin Moody,LB,4,7
Tulane,Dorian Williams,LB,3,7
Tulane,Armoni Dixon,LB,2,5
Tulane,Mandel Eugene,LB,1,5
Tulane,Corey Platt,LB,1,5
Tulane,Jesus Machado,LB,1,5
Tulane,Corey Dublin,OL,4,7
Tulane,Joey Claybrook,OL,4,6
Tulane,Timothy Shafter,OL,4,6
Tulane,Cameron Jackel,OL,4,5
Tulane,Sincere Haynesworth,OL,2,7
Tulane,Caleb Thomas,OL,2,6
Tulane,Hayden Shook,OL,2,5
Tulane,Colby Orgeron,OL,2,5
Tulane,Jackson Fort,OL,2,5
Tulane,Josh Remetich,OL,1,6
Tulane,Rashad Green,OL,1,6
Tulane,Trey Tuggle,OL,1,6
Tulane,Hutson Lillibridge,OL,1,5
Tulane,Michael Pratt,QB,2,7
Tulane,Kai Horton,QB,1,5
Tulane,Justin Ibieta,QB,1,5
Tulane,Cameron Carroll,RB,3,6
Tulane,Tyjae Spears,RB,2,6
Tulane,Ygenio Booker,RB,2,5
Tulane,Iverson Celestine,RB,1,5
Tulane,Macon Clark,S,4,7
Tulane,Derrion Rakestraw,S,4,5
Tulane,Larry Brooks,S,3,7
Tulane,Rudy Dyson,S,1,6
Tulane,Jadon Canady,S,1,5
Tulane,ShiKeem Laister,S,1,5
Tulane,Will Wallace,TE,4,6
Tulane,Keitha Jones,TE,4,5
Tulane,Tyrick James,TE,3,6
Tulane,Reggie Brown,TE,1,5
Tulane,Phat Watts,WR,4,6
Tulane,Jaetavian Toles,WR,4,6
Tulane,Christian Daniels,WR,3,6
Tulane,Duece Watts,WR,3,6
Tulane,JhaQuan Jackson,WR,3,6
Tulane,Tyrek Presley,WR,1,5
Tulane,Shae Wyatt,WR,1,5
Tulane,TJ Huggins,WR,1,5
Tulane,Bryce Bohanon,WR,1,5
Tulsa,Travon Fuller,CB,4,6
Tulsa,Tyon Davis,CB,4,6
Tulsa,Reggie Ellis,CB,2,6
Tulsa,Kenney Solomon,CB,2,6
Tulsa,Tyree Carlisle,CB,2,6
Tulsa,DaMarco Williams,CB,1,6
Tulsa,Jaxon Player,DL,4,7
Tulsa,Tyarise Stevenson,DL,4,6
Tulsa,Elijah Taylor,DL,4,6
Tulsa,Cullen Wick,DL,4,6
Tulsa,Deven Lamp,DL,3,6
Tulsa,Anthony Goodlow,DL,3,6
Tulsa,Bryce Alonso,DL,3,6
Tulsa,Joseph Anderson,DL,3,6
Tulsa,Haydon Grant,DL,2,6
Tulsa,Everitt Rogers,DL,2,6
Tulsa,Zack Long,K,4,7
Tulsa,Lachlan Wilson,K,2,6
Tulsa,Treyvon Reeves,LB,4,7
Tulsa,Grant Sawyer,LB,4,6
Tulsa,Jon-Michael Terry,LB,4,6
Tulsa,Robert Revels,LB,4,6
Tulsa,Yohance Burnett,LB,4,6
Tulsa,Justin Wright,LB,3,7
Tulsa,Brian Johnson,LB,3,6
Tulsa,Dorian Hopkins,LB,2,6
Tulsa,Chris Paul,OL,4,7
Tulsa,Gerard Wheeler,OL,4,6
Tulsa,Tiller Bucktrot,OL,4,6
Tulsa,Dante Bivens,OL,4,6
Tulsa,Dylan Couch,OL,4,6
Tulsa,Will Farniok,OL,3,6
Tulsa,Tyler Smith,OL,2,7
Tulsa,Chester Baah,OL,2,6
Tulsa,XZauvea Gadlin,OL,2,6
Tulsa,Bryce Bray,OL,2,6
Tulsa,Gabe Cantu,OL,2,6
Tulsa,Jeremy Jones,OL,2,6
Tulsa,Jaden Muskrat,OL,1,6
Tulsa,Seth Boomer,QB,4,6
Tulsa,Davis Brin,QB,3,6
Tulsa,Roman Fuller,QB,1,6
Tulsa,Braylon Braxton,QB,1,6
Tulsa,Shamari Brooks,RB,4,7
Tulsa,Steven Anderson,RB,3,6
Tulsa,Deneric Prince,RB,3,6
Tulsa,Anthony Watkins,RB,2,6
Tulsa,Cristian Williams,S,4,7
Tulsa,TieNeal Martin,S,4,6
Tulsa,Daiquain Jackson,S,4,6
Tulsa,Bryson Powers,S,4,6
Tulsa,Kendarin Ray,S,3,7
Tulsa,LJ Wallace,S,3,6
Tulsa,Jett Hendrix,S,3,6
Tulsa,Jaise Oliver,S,2,6
Tulsa,Abe Anderson,TE,4,6
Tulsa,James Palmer,TE,3,6
Tulsa,Ethan Hall,TE,2,6
Tulsa,Grayson Boomer,TE,2,6
Tulsa,Bayne Tryon,TE,1,6
Tulsa,Josh Johnson,WR,4,7
Tulsa,Sam Crawford,WR,4,6
Tulsa,Ezra Naylor,WR,4,6
Tulsa,JuanCarlos Santana,WR,4,6
Tulsa,Cannon Montgomery,WR,4,6
Tulsa,Josh Stewart,WR,4,6
Tulsa,Keylon Stokes,WR,4,6
Tulsa,Kamdyn Benjamin,WR,2,6
Tulsa,Malachai Jones,WR,1,6
UAB,TD Marshall,CB,4,7
UAB,CD Daniels,CB,4,6
UAB,Starling ThomasV,CB,3,6
UAB,Devodric Bynum,CB,3,6
UAB,Mac McWilliams,CB,1,6
UAB,Justin Thomas,DL,4,6
UAB,Tyree Turner,DL,4,6
UAB,MiCario Stanley,DL,4,6
UAB,Antonio Moultrie,DL,3,7
UAB,Michael Fairbanks,DL,3,6
UAB,Fish McWilliams,DL,3,6
UAB,Nikia Eason,DL,3,6
UAB,Isaiah Forte,DL,3,6
UAB,Kevin Penn,DL,2,6
UAB,Montaj Cook,DL,1,6
UAB,Kyle Greenwell,K,4,6
UAB,Matt Quinn,K,2,6
UAB,Noah Wilder,LB,4,7
UAB,Kyle Harrell,LB,4,6
UAB,Charlie Benton,LB,4,6
UAB,Deshaun Oliver,LB,3,6
UAB,Kelle Sanders,LB,3,6
UAB,Jalen Rayam,LB,3,6
UAB,Alex Wright,LB,3,6
UAB,Tyler Taylor,LB,3,6
UAB,Will Conner,LB,2,6
UAB,Jalen Mayala,LB,1,6
UAB,Colby Ragland,OL,4,7
UAB,Sidney Wells,OL,4,7
UAB,Andrew Smith,OL,4,6
UAB,Jakoby Jones,OL,4,6
UAB,Quincy McGee,OL,3,6
UAB,Matthew Trehern,OL,3,6
UAB,Kadeem Telfort,OL,3,6
UAB,Will Rykard,OL,2,6
UAB,Trey Bedosky,OL,1,6
UAB,Brady Wilson,OL,1,6
UAB,Eli Richey,OL,1,6
UAB,Zaire Flournoy,OL,1,6
UAB,Tyler Johnston,QB,4,6
UAB,Dylan Hopkins,QB,3,6
UAB,Bryson Lucero,QB,2,6
UAB,Lucious Stanley,RB,4,6
UAB,Larry Wooden,RB,4,6
UAB,Jermaine Brown,RB,3,6
UAB,Lee Witherspoon,RB,2,6
UAB,DeWayne McBride,RB,2,6
UAB,Kristopher Moll,S,4,7
UAB,Troy Young,S,4,6
UAB,DyJonn Turner,S,4,6
UAB,Grayson Cash,S,3,6
UAB,Jaylen Key,S,3,6
UAB,Will Boler,S,3,6
UAB,Keondre Swoopes,S,3,6
UAB,Damon Miller,S,3,6
UAB,Xavier Lanier,S,3,6
UAB,Damien Miller,S,2,6
UAB,Hayden Pittman,TE,4,6
UAB,Gerrit Prince,TE,4,6
UAB,Bryce Damous,TE,3,6
UAB,Terrell McDonald,TE,2,6
UAB,Tejhaun Palmer,WR,3,6
UAB,RaJae J-Sanders,WR,3,6
UAB,Trea Shropshire,WR,3,6
UAB,TJ Jones,WR,2,6
UAB,Samario Rudolph,WR,2,6
UAB,AJ Davis,WR,2,6
UAB,Ryan Davis,WR,2,6
UAB,Fred Farrier,WR,1,6
UCLA,Mo Osling,CB,4,7
UCLA,Jay Shaw,CB,4,7
UCLA,Cameron Johnson,CB,4,7
UCLA,Obi Eboh,CB,4,7
UCLA,Patrick Jolly,CB,3,7
UCLA,John Humphrey,CB,2,7
UCLA,Devin Kirkwood,CB,1,7
UCLA,Otito Ogbonnia,DL,4,8
UCLA,Mitchell Agude,DL,4,8
UCLA,Datona Jackson,DL,4,7
UCLA,Tyler Manoa,DL,4,7
UCLA,Bo Calvert,DL,4,7
UCLA,Odua Isibor,DL,4,7
UCLA,Laiatu Latu,DL,3,9
UCLA,Choe B-Strother,DL,2,7
UCLA,Dovid Magna,DL,2,7
UCLA,John Ward,DL,2,7
UCLA,Myles Jackson,DL,1,7
UCLA,Jay Toia,DL,1,7
UCLA,Joquarri Price,DL,1,6
UCLA,Luke Akers,K,2,8
UCLA,Nicholas Barr-Mira,K,2,7
UCLA,Caleb Johnson,LB,4,8
UCLA,Jordan GenmarkHeath,LB,4,7
UCLA,Ale Kaho,LB,3,7
UCLA,Damian Sellers,LB,2,7
UCLA,Kain Medrano,LB,2,7
UCLA,JonJon Vaughns,LB,2,7
UCLA,Sam Marrazzo,OL,4,8
UCLA,Atonio Mafi,OL,4,7
UCLA,Paul Grattan,OL,4,7
UCLA,Alec Anderson,OL,3,8
UCLA,Sean Rhyan,OL,3,8
UCLA,Jon Gaines,OL,3,7
UCLA,Duke Clemens,OL,3,7
UCLA,Baraka Beckett,OL,3,6
UCLA,Lucas Gramlick,OL,3,6
UCLA,Siale Taupaki,OL,2,7
UCLA,Josh Carlin,OL,2,7
UCLA,Bruno Fina,OL,1,7
UCLA,Garrett DiGiorgio,OL,1,7
UCLA,Dorian T-Robinson,QB,4,8
UCLA,Chase Griffin,QB,2,7
UCLA,Dante Moore,QB,1,8
UCLA,Ethan Garbers,QB,1,7
UCLA,Brittain Brown,RB,4,8
UCLA,Ethan Fernea,RB,4,7
UCLA,Zach Charbonnet,RB,3,9
UCLA,Keegan Jones,RB,2,7
UCLA,Quentin Lake,S,4,8
UCLA,Qwuantrezz Knight,S,4,8
UCLA,Stephan Blaylock,S,4,8
UCLA,Shea Pitts,S,4,7
UCLA,Elisha Guidry,S,3,7
UCLA,Kenny Churchwell,S,3,7
UCLA,Martell Irby,S,3,7
UCLA,William Nimmo,S,2,7
UCLA,DJ Warnell,S,2,7
UCLA,Michael Ezeike,TE,4,7
UCLA,Greg Dulcich,TE,3,8
UCLA,Mike Martinez,TE,3,7
UCLA,David Priebe,TE,3,7
UCLA,Chase Cota,WR,4,8
UCLA,Delon Hurt,WR,4,7
UCLA,Kyle Philips,WR,3,8
UCLA,Kazmeir Allen,WR,3,7
UCLA,Logan Loya,WR,2,7
UCLA,Matt Sykes,WR,2,7
UCLA,Kam Brown,WR,2,7
UConn,Trey Creamer,CB,4,6
UConn,Geo Howard,CB,3,6
UConn,Shedrick Ursery,CB,2,5
UConn,John Anderson,CB,1,5
UConn,Doug Newsome,CB,1,5
UConn,Anthony Jackson,CB,1,5
UConn,Valerian Agbaw,CB,1,5
UConn,Markees Watts,DL,4,6
UConn,Siah Sao,DL,4,6
UConn,Joshua Bailey,DL,4,6
UConn,Isaac Hampton,DL,4,6
UConn,Kofi Wardlow,DL,4,5
UConn,Taylor Chandler,DL,3,5
UConn,Bryan Wallace,DL,2,6
UConn,Michael Kelly,DL,2,5
UConn,Dez Morgan,DL,2,5
UConn,Jalar Holley,DL,1,6
UConn,Miles Posey,DL,1,5
UConn,Isaiah Potts,DL,1,5
UConn,Miguel Jackson,DL,1,5
UConn,Tyson Clawson,DL,1,5
UConn,Jonathan Cruz,K,4,6
UConn,Bailey Rice,K,1,5
UConn,Justin Whisenhunt,LB,4,6
UConn,Luke Martin,LB,4,6
UConn,Tyler Murray,LB,4,6
UConn,BJ Turner,LB,3,5
UConn,Solomon Rogers,LB,3,5
UConn,Derek Boykins,LB,2,6
UConn,Prince Bemah,LB,2,6
UConn,DJ Brown,LB,1,5
UConn,Cam Burden,LB,1,5
UConn,Shyheim Scotland,LB,1,5
UConn,DMitri Emmanuel,OL,4,6
UConn,Chibueze Nwanna,OL,4,6
UConn,TJ Moore,OL,4,6
UConn,Hunter Kelly,OL,4,5
UConn,Ashton Gist,OL,4,5
UConn,Dejan Rasuo,OL,3,6
UConn,Jaxon Hughes,OL,2,6
UConn,Panda Askew,OL,2,5
UConn,Trevor Timmons,OL,1,5
UConn,Jonny King,OL,1,5
UConn,Knox Boyd,OL,1,5
UConn,BJ Ragland,OL,1,5
UConn,Arabee Muslim,OL,1,5
UConn,Chris Reynolds,QB,4,6
UConn,James Foster,QB,2,6
UConn,Xavier Williams,QB,1,5
UConn,Calvin Camp,RB,4,6
UConn,Shadrick Byrd,RB,3,5
UConn,Hahsaun Wilson,RB,1,5
UConn,Chavion Smith,RB,1,5
UConn,Davondre Robinson,S,4,6
UConn,Jon Alexander,S,4,6
UConn,Matt Martinez,S,3,5
UConn,Marcus Robitaille,S,2,5
UConn,Steven Parker,S,1,5
UConn,Ryan Carriere,TE,4,6
UConn,Taylor Thompson,TE,2,6
UConn,Colin Weber,TE,1,5
UConn,Victor Tucker,WR,4,6
UConn,Keith Pearson,WR,4,5
UConn,Cameron Dollar,WR,3,6
UConn,Tre Goode,WR,3,5
UConn,Grant DuBose,WR,2,6
UConn,Jairus Mack,WR,1,5
UConn,Jack Reynolds,WR,1,5
UConn,Elijah Spencer,WR,1,5
UNLV,Aaron Lewis,CB,4,6
UNLV,Jeremiah Houston,CB,3,5
UNLV,Nohl Williams,CB,2,6
UNLV,Davone Walden,CB,2,5
UNLV,Kamren Blanton,CB,1,5
UNLV,Cameron Oliver,CB,1,5
UNLV,Kolo Uasike,DL,4,7
UNLV,Eliel Ehimare,DL,4,7
UNLV,Connor Murphy,DL,4,6
UNLV,Tavis Malakius,DL,4,6
UNLV,Naki Fahina,DL,3,6
UNLV,Tim Mosley,DL,3,5
UNLV,Noah McGregor,DL,3,5
UNLV,Waisale Muavesi,DL,1,6
UNLV,Nick Dimitris,DL,1,6
UNLV,Jalen Dixon,DL,1,5
UNLV,Daniel Gutierrez,K,4,6
UNLV,Charlton Butt,K,2,5
UNLV,Kylan Wilborn,LB,4,7
UNLV,Vic Viramontes,LB,4,6
UNLV,Austin Ajiake,LB,4,6
UNLV,Tavai Tuitasi,LB,4,6
UNLV,Farrell Hester,LB,4,6
UNLV,Jacoby Windmon,LB,3,7
UNLV,Adam Plant,LB,3,6
UNLV,Kyle Beaudry,LB,3,5
UNLV,Malakai Salu,LB,3,5
UNLV,Leshaun Bell,LB,1,6
UNLV,Brennon Scott,LB,1,6
UNLV,Marsel McDuffie,LB,1,5
UNLV,Julio Garcia,OL,4,7
UNLV,Daviyon McDaniel,OL,4,6
UNLV,Clayton Bradley,OL,4,6
UNLV,Brandon Logan,OL,3,5
UNLV,Amani Trigg-Wright,OL,3,5
UNLV,Anthony Berry,OL,3,5
UNLV,Leif Fautanu,OL,2,6
UNLV,Tiger Shanks,OL,1,6
UNLV,Anthony Rosas,OL,1,5
UNLV,Marcus Miller,OL,1,5
UNLV,Jeminai Leuta-Ulu,OL,1,5
UNLV,Graham Keating,OL,1,5
UNLV,Tate Martell,QB,3,6
UNLV,Justin Rogers,QB,3,6
UNLV,Doug Brumfield,QB,1,6
UNLV,Cameron Friel,QB,1,5
UNLV,Charles Williams,RB,4,7
UNLV,Chad Magyar,RB,3,6
UNLV,Courtney Reese,RB,2,6
UNLV,Jayvaun Wilson,RB,2,6
UNLV,Sammy Green,RB,1,5
UNLV,Bryce Jackson,S,4,6
UNLV,Tre Caine,S,4,6
UNLV,Phillip Hill,S,3,6
UNLV,Tyson Player,S,2,6
UNLV,Ricky Johnson,S,1,6
UNLV,Jaylen Lane,S,1,5
UNLV,Giovanni FauoloSr,TE,4,6
UNLV,Noah Bean,TE,4,6
UNLV,Kaleo Ballungay,TE,1,5
UNLV,Brye Lighon,TE,1,5
UNLV,Tyleek Collins,WR,4,6
UNLV,Kyle Williams,WR,2,7
UNLV,Steve Jenkins,WR,2,6
UNLV,Zyell Griffin,WR,2,5
UNLV,Jordan Jakes,WR,2,5
UNLV,Kilinahe MJensen,WR,1,5
UNLV,Malik Bradford,WR,1,5
UNLV,Deamikkio Nathan,WR,1,5
USC,Isaac Taylor-Stuart,CB,3,8
USC,Chris Steele,CB,3,8
USC,Jayden Williams,CB,3,7
USC,Joshua Jackson,CB,1,7
USC,Prophet Brown,CB,1,7
USC,Ceyair Wright,CB,1,7
USC,Nick Figueroa,DL,4,8
USC,Jacob Lichtenstein,DL,3,7
USC,Tuli Tuipulotu,DL,2,8
USC,Stanley Taufoou,DL,2,7
USC,Ishmael Sopsher,DL,2,7
USC,DeJon Benton,DL,2,6
USC,Korey Foreman,DL,1,7
USC,Colin Mobley,DL,1,7
USC,Jamar Sekona,DL,1,7
USC,Kobe Pepe,DL,1,7
USC,Ben Griffiths,K,2,8
USC,Parker Lewis,K,1,8
USC,Jordan Iosefa,LB,4,8
USC,Hunter Echols,LB,4,8
USC,Kanai Mauga,LB,4,8
USC,Juliano Falaniko,LB,4,7
USC,Drake Jackson,LB,3,8
USC,Ralen Goforth,LB,3,8
USC,Raymond Scott,LB,3,7
USC,Tuasivi Nomura,LB,2,7
USC,Raesjon Davis,LB,1,7
USC,Julien Simon,LB,1,7
USC,Liam Jimmons,OL,4,8
USC,Jalen McKenzie,OL,4,8
USC,Andrew Vorhees,OL,4,8
USC,Brett Neilon,OL,4,8
USC,Justin Dedich,OL,3,7
USC,Liam Douglass,OL,3,7
USC,Jonah Monheim,OL,1,8
USC,Casey Collier,OL,1,7
USC,Mason Murphy,OL,1,7
USC,Courtland Ford,OL,1,7
USC,Andrew Milek,OL,1,7
USC,Caleb Williams,QB,3,9
USC,Miller Moss,QB,1,7
USC,Jaxson Dart,QB,1,7
USC,Keaontay Ingram,RB,4,8
USC,Vavae Malepeai,RB,4,8
USC,Marshawn Lloyd,RB,3,8
USC,Darwin Barlow,RB,2,7
USC,Brandon Campbell,RB,1,7
USC,Isaiah Pola-Mao,S,4,8
USC,Greg Johnson,S,4,8
USC,Chase Williams,S,3,7
USC,Chris Thompson,S,2,7
USC,Anthony Beavers,S,1,7
USC,Calen Bullock,S,2,8
USC,Xamarion Gordan,S,1,7
USC,Xavion Alford,S,1,7
USC,Josh Falo,TE,4,8
USC,Erik Krommenhoek,TE,4,8
USC,Malcolm Epps,TE,3,8
USC,Jude Wolfe,TE,2,7
USC,Michael Trigg,TE,1,7
USC,KD Nixon,WR,4,8
USC,Drake London,WR,3,8
USC,John Jackson,WR,3,7
USC,Mario Williams,WR,3,8
USC,Brandon Rice,WR,2,8
USC,Kyle Ford,WR,2,7
USC,Kyron Ware-Hudson,WR,1,7
USC,Joseph Manjack,WR,1,7
USC,Michael Jackson,WR,1,7
UT El Paso,Walter Neil,CB,4,6
UT El Paso,Josh Caldwell,CB,4,6
UT El Paso,Torey Richardson,CB,2,5
UT El Paso,John Burris,CB,1,5
UT El Paso,Carrington Mitchell,CB,1,5
UT El Paso,Josh Ortega,DL,4,5
UT El Paso,Kelton Moss,DL,3,5
UT El Paso,Jadrian Taylor,DL,3,5
UT El Paso,Blake Thompson,DL,3,5
UT El Paso,Deylon Williams,DL,3,5
UT El Paso,Praise Amaewhule,DL,2,7
UT El Paso,Keenan Stewart,DL,2,6
UT El Paso,Elijah Robinson,DL,1,5
UT El Paso,Dresden McIver-Brown,DL,1,5
UT El Paso,Michael Ike,DL,1,5
UT El Paso,Jalen Rudolph,DL,1,5
UT El Paso,Tavita Tafuna,DL,1,5
UT El Paso,Sione Tongauiha,DL,1,5
UT El Paso,Gerard Joseph,DL,1,5
UT El Paso,Gavin Baechle,K,3,6
UT El Paso,Joshua Sloan,K,1,6
UT El Paso,Tyrice Knight,LB,3,6
UT El Paso,Breon Hayward,LB,3,5
UT El Paso,Gary Theard,LB,3,5
UT El Paso,Connor Helsius,LB,3,5
UT El Paso,Cal Wallerstedt,LB,2,5
UT El Paso,Osaiasi Taueli,LB,1,5
UT El Paso,Kiante Liggins,LB,1,5
UT El Paso,Darta Lee,OL,4,6
UT El Paso,Bobby DeHaro,OL,3,6
UT El Paso,Zuri Henry,OL,3,6
UT El Paso,Gamaliel Barboza,OL,3,5
UT El Paso,Steven Hubbard,OL,3,5
UT El Paso,Robert Mervin,OL,3,5
UT El Paso,Elijah Klein,OL,2,6
UT El Paso,Andrew Meyer,OL,2,6
UT El Paso,Jeremiah Byers,OL,1,6
UT El Paso,Ian James,OL,1,5
UT El Paso,Justin Mayers,OL,1,5
UT El Paso,Michael Flood,OL,1,5
UT El Paso,Joseph Immediato,OL,1,5
UT El Paso,Calvin Brownholtz,QB,2,5
UT El Paso,Gavin Hardison,QB,2,5
UT El Paso,Jakolby Longino,QB,1,5
UT El Paso,Quardraiz Wadley,RB,4,6
UT El Paso,Forest McKee,RB,4,5
UT El Paso,Ronald Awatt,RB,3,6
UT El Paso,James Tupou,RB,3,5
UT El Paso,Deion Hankins,RB,1,6
UT El Paso,Willie Eldridge,RB,1,5
UT El Paso,DyVonne Inyang,S,4,6
UT El Paso,Dennis Barnes,S,3,6
UT El Paso,Justin Prince,S,3,6
UT El Paso,Tyreke James,S,3,5
UT El Paso,Trejon Hugue,S,2,5
UT El Paso,Dallas Burke,S,2,5
UT El Paso,Tyler Williams,S,1,5
UT El Paso,McKel Broussard,S,1,5
UT El Paso,Trent Thompson,TE,3,6
UT El Paso,Zach Fryar,TE,1,5
UT El Paso,Justin Garrett,WR,4,6
UT El Paso,Nick Ast,WR,3,5
UT El Paso,Josh Farr,WR,3,5
UT El Paso,Miles Banks,WR,3,5
UT El Paso,Reynaldo Flores,WR,3,5
UT El Paso,Jacob Cowing,WR,2,7
UT El Paso,Tyrin Smith,WR,2,5
UT El Paso,Jeremiah Ballard,WR,1,5
UT El Paso,Davis Burns,WR,1,5
Utah,JaTravis Broughton,CB,3,8
Utah,Malone Mataele,CB,3,7
Utah,Aaron Lowe,CB,3,6
Utah,Clark Phillips,CB,2,8
Utah,LaCarea PJohnson,CB,2,6
Utah,Faybian Marks,CB,1,7
Utah,Drew Rawls,CB,1,6
Utah,Kenzel Lawler,CB,1,6
Utah,Mika Tafua,DL,4,8
Utah,Devin Kaufusi,DL,4,7
Utah,Hauati Pututau,DL,4,7
Utah,Fua Pututau,DL,3,6
Utah,Tennessee Pututau,DL,2,7
Utah,David Fotu,DL,2,7
Utah,Miki Suguturaga,DL,2,7
Utah,Junior Tafuna,DL,1,7
Utah,Xavier Carlton,DL,1,7
Utah,Van Fillinger,DL,1,7
Utah,Tyler Wegis,DL,1,6
Utah,Aliki Vimahi,DL,1,6
Utah,Jadon Redding,K,3,8
Utah,Cameron Peasley,K,1,7
Utah,Devin Lloyd,LB,4,9
Utah,Nephi Sewell,LB,4,8
Utah,Andrew Mataafa,LB,3,7
Utah,Hayden Furey,LB,3,7
Utah,Josh Calvert,LB,2,7
Utah,Karene Reid,LB,1,7
Utah,Mason Tufaga,LB,1,7
Utah,Ethan Calvert,LB,1,7
Utah,Trey Reynolds,LB,1,6
Utah,Nick Ford,OL,4,8
Utah,Bamidele Olaseni,OL,4,7
Utah,Braeden Daniels,OL,3,7
Utah,Johnny Maea,OL,3,7
Utah,Sataoa Laumea,OL,2,8
Utah,Jaren Kump,OL,2,7
Utah,Keaton Bills,OL,2,7
Utah,Paul Maile,OL,2,7
Utah,Marist Talavou,OL,2,7
Utah,Luke Felix-Fualalo,OL,1,7
Utah,Alex Harrison,OL,1,6
Utah,Falcon Kaumatule,OL,1,6
Utah,Cameron Rising,QB,3,8
Utah,Pete Costelli,QB,1,7
Utah,JaQuinden Jackson,QB,1,7
Utah,TJ Pledger,RB,4,8
Utah,Alii Niumatalolo,RB,4,6
Utah,Tavion Thomas,RB,2,8
